iter	Logloss
289	0.2352741112
290	0.2347764275
291	0.2343298838
292	0.2337949953
293	0.2330896438
294	0.2326332539
295	0.2318890277
296	0.2311983894
297	0.2307410621
298	0.2299921955
299	0.2294805531
300	0.2290726081
301	0.2287448628
302	0.228054111
303	0.2277276432
304	0.2272746415
305	0.2267712994
306	0.2262600577
307	0.2257657599
308	0.225359781
309	0.2246978364
310	0.2242689216
311	0.2236522281
312	0.2233395801
313	0.2227211925
314	0.2223273202
315	0.2218141532
316	0.2212677287
317	0.2205993684
318	0.2201327871
319	0.2197291904
320	0.2192710387
321	0.2188028504
322	0.2182868013
323	0.2174149065
324	0.2169154071
325	0.2164189715
326	0.2160551172
327	0.2156154892
328	0.2148411485
329	0.2140712106
330	0.2135903512
331	0.2128462205
332	0.2124621263
333	0.212060947
334	0.2117014922
335	0.2112810365
336	0.2106863009
337	0.2101255701
338	0.2097442677
339	0.2092690269
340	0.2086635519
341	0.2080992494
342	0.2076602159
343	0.2070184628
344	0.2066262147
345	0.206176692
346	0.2058479092
347	0.2052821261
348	0.204740988
349	0.2042022314
350	0.20386455
351	0.2033919127
352	0.2028899423
353	0.2021127063
354	0.2016071818
355	0.2011578272
356	0.2008848205
357	0.200493537
358	0.1999717185
359	0.1995856214
360	0.198989009
361	0.1985313897
362	0.1980201595
363	0.1977141231
364	0.1973762036
365	0.1969471401
366	0.1965387918
367	0.1960311996
368	0.1954074052
369	0.1950072457
370	0.1944673454
371	0.1941139442
372	0.1936596651
373	0.1932887052
374	0.192791438
375	0.1925142948
376	0.1920423036
377	0.1915501698
378	0.1911100216
379	0.1907945005
380	0.1902516855
381	0.1900270548
382	0.1896664531
383	0.1892653009
384	0.1889455962
385	0.1885290761
386	0.1880780779
387	0.1875790848
388	0.1872486094
389	0.1869432498
390	0.1866718923
391	0.1860687122
392	0.1855279614
393	0.1852019597
394	0.1847162041
395	0.1842427776
396	0.1837395331
397	0.183165353
398	0.1826561268
399	0.1822927288
400	0.1817245079
401	0.1814141937
402	0.1809171737
403	0.1805279664
404	0.1801326215
405	0.1797756318
406	0.1795121522
407	0.1792021195
408	0.1787649889
409	0.1784123733
410	0.1780462299
411	0.177744407
412	0.1773520177
413	0.1770140881
414	0.1765547014
415	0.1761930427
416	0.1758952342
417	0.1755007604
418	0.1752065918
419	0.1747358185
420	0.1744947206
421	0.173970109
422	0.1736500481
423	0.1732421228
424	0.172910989
425	0.1725872765
426	0.17213855
427	0.1717878738
428	0.1715735056
429	0.1712470691
430	0.1709648656
431	0.1705946314
432	0.1701609296
433	0.169842609
434	0.1695155133
435	0.1690957587
436	0.1687440626
437	0.1684080061
438	0.1679056749
439	0.16760548
440	0.1672257692
441	0.1667774236
442	0.1664832818
443	0.1661828457
444	0.1658509331
445	0.1655194111
446	0.1652225716
447	0.1647690994
448	0.1644626937
449	0.1642430398
450	0.1639657392
451	0.1635931855
452	0.1633266014
453	0.1631138772
454	0.1626834465
455	0.1623854728
456	0.1619044245
457	0.1614734578
458	0.161116602
459	0.1608263367
460	0.1604717965
461	0.1601419485
462	0.1595895748
463	0.1591865265
464	0.1588321915
465	0.1583133689
466	0.158017075
467	0.1577278522
468	0.1574082554
469	0.15704713
470	0.1567234476
471	0.1563356026
472	0.1560790558
473	0.1559410055
474	0.1555594984
475	0.1551596319
476	0.1549098101
477	0.1545229767
478	0.1543162941
479	0.1541131225
480	0.1538095438
481	0.1535360174
482	0.1533135456
483	0.1530195896
484	0.1527737164
485	0.1525787402
486	0.152207771
487	0.1520302566
488	0.1517336749
489	0.151361048
490	0.1511041912
491	0.1509135327
492	0.1504704727
493	0.1501936022
494	0.1498790235
495	0.1495709845
496	0.1493627601
497	0.1491197819
498	0.1487043691
499	0.1483997317
500	0.1479305491
501	0.1476057258
502	0.1472393703
503	0.1469659367
504	0.1467114014
505	0.1464502902
506	0.1461325053
507	0.1458367418
508	0.1456012865
509	0.1453340348
510	0.1450108462
511	0.1447876132
512	0.1445053924
513	0.1442894294
514	0.1440731086
515	0.1438065166
516	0.1435348162
517	0.1432740468
518	0.1429767965
519	0.1427390061
520	0.1424063624
521	0.1421225447
522	0.1418550572
523	0.1415796282
524	0.1413549541
525	0.1409214414
526	0.1407203933
527	0.1404562954
528	0.1401867426
529	0.1398495455
530	0.1395446689
531	0.1392691648
532	0.1389463996
533	0.1387702552
534	0.1384138276
535	0.1381252722
536	0.1378181598
537	0.137506608
538	0.1371993813
539	0.1368883173
540	0.1367472185
541	0.1365586524
542	0.1362937899
543	0.1360967561
544	0.1358388945
545	0.1355674205
546	0.1353848641
547	0.1351444175
548	0.1348360245
549	0.1346555948
550	0.1344619592
551	0.1341882853
552	0.1338612914
553	0.1335844003
554	0.1333419065
555	0.1331037269
556	0.1328844943
557	0.1324789357
558	0.132251121
559	0.1318543091
560	0.131491651
561	0.1311448334
562	0.1309863425
563	0.1306991304
564	0.1304247456
565	0.1302232843
566	0.130069512
567	0.1298782519
568	0.129588852
569	0.1294118831
570	0.1291185493
571	0.1289273998
572	0.1287127465
573	0.1285300236
574	0.1281336244
575	0.1278398367
576	0.1275033506
577	0.127337271
578	0.1271228484
579	0.1269480258
580	0.1267235183
581	0.1264741876
582	0.1263177821
583	0.1261020492
584	0.1258995744
585	0.1257260329
586	0.1254309856
587	0.125054616
588	0.1247443253
589	0.124362293
590	0.1241507707
591	0.1239094399
592	0.123699508
593	0.1235826868
594	0.1232602826
595	0.1231147534
596	0.1229871124
597	0.1226513223
598	0.1223942319
599	0.1221278389
600	0.1218447183
601	0.1216369164
602	0.1213312996
603	0.1211787429
604	0.1209288481
605	0.1206823587
606	0.1203468042
607	0.1201587346
608	0.1198944749
609	0.1196802026
610	0.1195166743
611	0.1193427475
612	0.1189888615
613	0.1188269878
614	0.1186392647
615	0.1183739431
616	0.1182458003
617	0.117973207
618	0.1177733782
619	0.1175859721
620	0.1173761375
621	0.1171988053
622	0.1170359036
623	0.1168452171
624	0.1165883005
625	0.116270332
626	0.1161503993
627	0.1159345141
628	0.1156526426
629	0.1155231588
630	0.1152569467
631	0.1149404226
632	0.1146552304
633	0.1143900917
634	0.1141642366
635	0.1139701978
636	0.1137857059
637	0.1135737063
638	0.1133670654
639	0.1132411344
640	0.1131051535
641	0.112883935
642	0.1126680939
643	0.1125510041
644	0.1123205174
645	0.1120865905
646	0.1119559453
647	0.111668907
648	0.1114782593
649	0.1112855687
650	0.1110504296
651	0.1108414275
652	0.1106248089
653	0.1103292292
654	0.110110551
655	0.1098937725
656	0.1094875484
657	0.1092778621
658	0.1091590043
659	0.1089958149
660	0.1088131321
661	0.1086214972
662	0.1084217939
663	0.1081627626
664	0.1079881536
665	0.1077109872
666	0.1075348256
667	0.1073480366
668	0.1071642838
669	0.1069147927
670	0.1066228314
671	0.106358723
672	0.1061743254
673	0.10608967
674	0.1059166758
675	0.1057532542
676	0.1055520304
677	0.1053695348
678	0.105230128
679	0.1049799062
680	0.1048132339
681	0.1046786179
682	0.1045412548
683	0.1043673079
684	0.1041742448
685	0.1040116314
686	0.1038341058
687	0.1035248568
688	0.1033146099
689	0.1031469542
690	0.1029918314
691	0.1029353999
692	0.1026755591
693	0.1024540672
694	0.1021969783
695	0.102045109
696	0.1018077499
697	0.1016371834
698	0.1015141901
699	0.1012685835
700	0.1010794041
701	0.1008621751
702	0.1006671104
703	0.100477628
704	0.1003171761
705	0.1001915869
706	0.1000401931
707	0.09987670016
708	0.09981088322
709	0.0996062655
710	0.09943001194
711	0.09926109142
712	0.09908605627
713	0.09894097043
714	0.09881762999
715	0.09870895133
716	0.09861950175
717	0.09842211128
718	0.09823067504
719	0.09811988126
720	0.0980503516
721	0.09785859317
722	0.09771319278
723	0.09753613587
724	0.0974006897
725	0.09714363521
726	0.09695251017
727	0.09673083164
728	0.09651028871
729	0.09635470861
730	0.0961986311
731	0.09604657989
732	0.09583650775
733	0.09567143783
734	0.09553051713
735	0.09534940566
736	0.09521899262
737	0.09512027823
738	0.09502605023
739	0.09483284165
740	0.09468356337
741	0.09447458853
742	0.0943748185
743	0.09422787414
744	0.09410591777
745	0.09396253101
746	0.09379047275
747	0.09352266693
748	0.09338866707
749	0.09320525711
750	0.09301602505
751	0.09286678172
752	0.09268346225
753	0.09249106564
754	0.09230452513
755	0.09211456824
756	0.09190213154
757	0.09174982372
758	0.09156008801
759	0.09141078532
760	0.09117245148
761	0.09101917131
762	0.09088675803
763	0.09074123461
764	0.09060476439
765	0.09047866442
766	0.09037215164
767	0.09024485814
768	0.09006458449
769	0.08994690769
770	0.08976800614
771	0.08965778351
772	0.08953508747
773	0.08939920898
774	0.08925468998
775	0.08904737258
776	0.08886500726
777	0.08872393911
778	0.08845046246
779	0.0883390104
780	0.08814642899
781	0.08801444707
782	0.08783569298
783	0.0876759238
784	0.08758085799
785	0.08738240612
786	0.08722705487
787	0.08711904407
788	0.08691661233
789	0.08674260507
790	0.08665382144
791	0.08653730848
792	0.08639948579
793	0.08629941749
794	0.08612806969
795	0.08596727599
796	0.0858049273
797	0.08566934421
798	0.08550439111
799	0.08539551233
800	0.08522021866
801	0.08505811892
802	0.08489698052
803	0.08475234135
804	0.08460194375
805	0.08443036663
806	0.08431270898
807	0.08418268468
808	0.08407579225
809	0.08391139258
810	0.08369630982
811	0.08354199747
812	0.08339162668
813	0.08321839164
814	0.08310526155
815	0.08297079155
816	0.08285769449
817	0.0826872209
818	0.08258545399
819	0.08241858923
820	0.08232990135
821	0.08218018836
822	0.08204138566
823	0.08186729222
824	0.08165635593
825	0.08150611106
826	0.08125647148
827	0.08111892024
828	0.08100814657
829	0.08087534263
830	0.08067697646
831	0.08053256565
832	0.08033500953
833	0.08019784751
834	0.08013845926
835	0.08002223164
836	0.07984792133
837	0.07976546632
838	0.07959974817
839	0.07950710006
840	0.07939823947
841	0.07923936461
842	0.07913259905
843	0.07902382799
844	0.0788463086
845	0.07875998719
846	0.07858218965
847	0.07844014149
848	0.07831547394
849	0.07817461548
850	0.07800840326
851	0.07792459434
852	0.07776842682
853	0.07758308031
854	0.07746370873
855	0.07728286728
856	0.07709870855
857	0.0769824953
858	0.07688368659
859	0.07676276337
860	0.07662806358
861	0.07650107744
862	0.07631134939
863	0.07617173425
864	0.07608612618
865	0.07589889243
866	0.0758195991
867	0.07575218122
868	0.07564909056
869	0.07555231655
870	0.07547046334
871	0.07534718083
872	0.07520052084
873	0.07507672607
874	0.07493578813
875	0.07476328367
876	0.07460940794
877	0.07451303225
878	0.07440963615
879	0.07426995207
880	0.07413473426
881	0.07410837848
882	0.07400480044
883	0.07388757271
884	0.07376202714
885	0.07359317125
886	0.0735182293
887	0.07335641154
888	0.07323472327
889	0.07314860103
890	0.07303202248
891	0.072924241
892	0.07282824018
893	0.07273759181
894	0.07263717929
895	0.07252667659
896	0.07241328749
897	0.07226206739
898	0.07210983282
899	0.07194890076
900	0.07185713594
901	0.07170666317
902	0.07155547994
903	0.07139507977
904	0.07131749128
905	0.07123871022
906	0.07112602776
907	0.07106282625
908	0.07097291085
909	0.07088003628
910	0.07072827328
911	0.07063950975
912	0.07050111686
913	0.07040578247
914	0.0703107425
915	0.07019576969
916	0.07005689853
917	0.06992698434
918	0.06980729821
919	0.0696655981
920	0.0695716473
921	0.06948710589
922	0.06939583945
923	0.06927509863
924	0.06916427995
925	0.06906954256
926	0.06893778613
927	0.06884552437
928	0.06868006331
929	0.06858998322
930	0.06847610483
931	0.06828878587
932	0.06813171685
933	0.06802816468
934	0.0678807114
935	0.06780393966
936	0.06772880956
937	0.0676279451
938	0.06752681014
939	0.06734847256
940	0.06722359581
941	0.06710628429
942	0.06696016003
943	0.06692300168
944	0.06686617332
945	0.06677447601
946	0.06666484128
947	0.06655491356
948	0.06649098818
949	0.06643021681
950	0.06631653089
951	0.06622991983
952	0.06610629693
953	0.0660088723
954	0.06592167573
955	0.0657615044
956	0.06568753097
957	0.06558972047
958	0.06553072001
959	0.06544183536
960	0.06536334202
961	0.06525745258
962	0.06516974805
963	0.06507905947
964	0.06494753524
965	0.06488399046
966	0.0647412189
967	0.06463300176
968	0.06451488642
969	0.06438888939
970	0.06431154554
971	0.06417972544
972	0.06402121969
973	0.0639283298
974	0.06382672279
975	0.06376406898
976	0.06360465791
977	0.06344651458
978	0.06330173944
979	0.06319576382
980	0.06306347502
981	0.06299443369
982	0.06287168116
983	0.06278783011
984	0.06274457581
985	0.06260479263
986	0.06248382009
987	0.0623331812
988	0.0622089565
989	0.06212123379
990	0.06200884959
991	0.06193026673
992	0.06183003087
993	0.0617321519
994	0.06161981414
995	0.06154759725
996	0.06142506925
997	0.06128172511
998	0.06117416817
999	0.06106389574
